seed,0to0,0to1,0to2,0to3,0to4,0to5,0to6,0to7,0to8,0to9,0to10,1to0,1to1,1to2,1to3,1to4,1to5,1to6,1to7,1to8,1to9,1to10,2to0,2to1,2to2,2to3,2to4,2to5,2to6,2to7,2to8,2to9,2to10,3to0,3to1,3to2,3to3,3to4,3to5,3to6,3to7,3to8,3to9,3to10,4to0,4to1,4to2,4to3,4to4,4to5,4to6,4to7,4to8,4to9,4to10,5to0,5to1,5to2,5to3,5to4,5to5,5to6,5to7,5to8,5to9,5to10,6to0,6to1,6to2,6to3,6to4,6to5,6to6,6to7,6to8,6to9,6to10,7to0,7to1,7to2,7to3,7to4,7to5,7to6,7to7,7to8,7to9,7to10,8to0,8to1,8to2,8to3,8to4,8to5,8to6,8to7,8to8,8to9,8to10,9to0,9to1,9to2,9to3,9to4,9to5,9to6,9to7,9to8,9to9,9to10,10to0,10to1,10to2,10to3,10to4,10to5,10to6,10to7,10to8,10to9,10to10
10,791.0,728.0,277.0,122.0,56.0,41.0,186.0,312.0,317.0,14.0,17.0,733.0,620.0,243.0,104.0,45.0,41.0,177.0,287.0,259.0,18.0,7.0,260.0,273.0,110.0,40.0,16.0,21.0,76.0,105.0,95.0,4.0,12.0,123.0,109.0,39.0,22.0,9.0,3.0,31.0,46.0,49.0,3.0,3.0,49.0,60.0,20.0,6.0,5.0,5.0,15.0,21.0,19.0,1.0,1.0,57.0,40.0,28.0,5.0,2.0,4.0,12.0,19.0,17.0,1.0,1.0,202.0,184.0,87.0,30.0,14.0,11.0,53.0,81.0,68.0,2.0,5.0,304.0,256.0,100.0,49.0,24.0,19.0,91.0,117.0,110.0,7.0,5.0,264.0,251.0,90.0,44.0,20.0,17.0,68.0,99.0,112.0,3.0,7.0,28.0,12.0,10.0,2.0,2.0,1.0,6.0,7.0,5.0,1.0,0.0,9.0,19.0,6.0,3.0,0.0,0.0,6.0,5.0,4.0,0.0,0.0
11,765.0,694.0,315.0,104.0,64.0,61.0,197.0,307.0,248.0,19.0,15.0,639.0,635.0,265.0,131.0,56.0,44.0,181.0,281.0,232.0,12.0,15.0,302.0,268.0,98.0,51.0,21.0,23.0,85.0,124.0,112.0,4.0,5.0,99.0,117.0,38.0,15.0,8.0,11.0,33.0,63.0,36.0,5.0,3.0,50.0,57.0,16.0,14.0,2.0,5.0,16.0,25.0,23.0,0.0,3.0,36.0,48.0,22.0,12.0,5.0,3.0,11.0,21.0,22.0,1.0,2.0,221.0,195.0,98.0,32.0,11.0,13.0,59.0,72.0,77.0,3.0,2.0,325.0,249.0,117.0,39.0,24.0,24.0,91.0,107.0,102.0,7.0,0.0,276.0,237.0,89.0,46.0,18.0,10.0,64.0,99.0,106.0,5.0,6.0,19.0,19.0,10.0,6.0,1.0,1.0,0.0,10.0,4.0,1.0,0.0,22.0,17.0,6.0,0.0,1.0,2.0,2.0,3.0,8.0,0.0,1.0
12,782.0,701.0,312.0,128.0,61.0,47.0,204.0,304.0,285.0,17.0,24.0,677.0,585.0,257.0,117.0,50.0,48.0,157.0,278.0,240.0,15.0,19.0,294.0,234.0,104.0,49.0,17.0,10.0,75.0,141.0,98.0,5.0,5.0,108.0,105.0,52.0,16.0,7.0,9.0,28.0,49.0,34.0,5.0,3.0,65.0,62.0,22.0,11.0,2.0,5.0,18.0,27.0,16.0,1.0,2.0,50.0,53.0,27.0,8.0,2.0,3.0,11.0,25.0,18.0,1.0,0.0,224.0,175.0,87.0,26.0,23.0,9.0,59.0,99.0,68.0,4.0,9.0,266.0,288.0,138.0,47.0,25.0,22.0,79.0,138.0,91.0,7.0,9.0,284.0,244.0,84.0,46.0,25.0,14.0,69.0,87.0,94.0,7.0,3.0,18.0,17.0,1.0,3.0,2.0,1.0,4.0,6.0,7.0,0.0,0.0,15.0,18.0,5.0,1.0,3.0,2.0,1.0,9.0,4.0,0.0,0.0
13,810.0,680.0,299.0,135.0,55.0,55.0,208.0,294.0,255.0,17.0,20.0,753.0,606.0,265.0,125.0,45.0,43.0,188.0,261.0,243.0,12.0,19.0,292.0,262.0,119.0,35.0,18.0,14.0,72.0,114.0,86.0,3.0,8.0,144.0,109.0,50.0,20.0,11.0,7.0,37.0,44.0,41.0,2.0,3.0,48.0,46.0,30.0,13.0,4.0,4.0,14.0,22.0,20.0,1.0,0.0,52.0,36.0,18.0,4.0,6.0,2.0,5.0,23.0,11.0,0.0,3.0,214.0,197.0,68.0,37.0,11.0,19.0,49.0,70.0,73.0,3.0,9.0,302.0,287.0,115.0,42.0,29.0,18.0,85.0,102.0,109.0,6.0,4.0,267.0,244.0,89.0,48.0,17.0,20.0,73.0,111.0,88.0,4.0,3.0,12.0,17.0,4.0,1.0,1.0,0.0,6.0,7.0,7.0,0.0,1.0,12.0,12.0,6.0,2.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0
14,762.0,702.0,313.0,121.0,63.0,53.0,215.0,326.0,269.0,17.0,20.0,625.0,646.0,273.0,124.0,57.0,47.0,172.0,308.0,245.0,12.0,13.0,276.0,275.0,125.0,54.0,19.0,15.0,74.0,115.0,87.0,3.0,6.0,132.0,108.0,44.0,14.0,4.0,5.0,29.0,48.0,49.0,2.0,1.0,58.0,60.0,20.0,7.0,4.0,6.0,11.0,25.0,16.0,0.0,2.0,42.0,50.0,15.0,10.0,3.0,2.0,11.0,21.0,20.0,0.0,2.0,187.0,200.0,98.0,33.0,18.0,12.0,50.0,78.0,71.0,9.0,4.0,286.0,269.0,104.0,50.0,23.0,22.0,85.0,129.0,98.0,10.0,4.0,248.0,261.0,100.0,35.0,16.0,20.0,60.0,112.0,81.0,5.0,5.0,19.0,16.0,4.0,0.0,2.0,0.0,6.0,9.0,3.0,0.0,2.0,17.0,12.0,6.0,2.0,3.0,0.0,3.0,6.0,5.0,1.0,0.0
15,763.0,702.0,281.0,112.0,64.0,62.0,233.0,308.0,285.0,25.0,18.0,753.0,621.0,275.0,92.0,46.0,42.0,179.0,259.0,230.0,13.0,12.0,306.0,292.0,119.0,52.0,27.0,19.0,87.0,126.0,80.0,4.0,4.0,116.0,109.0,43.0,15.0,6.0,3.0,30.0,49.0,42.0,1.0,3.0,63.0,58.0,20.0,7.0,5.0,5.0,16.0,28.0,23.0,2.0,2.0,55.0,44.0,20.0,9.0,5.0,7.0,6.0,23.0,18.0,1.0,1.0,180.0,172.0,83.0,35.0,7.0,9.0,56.0,79.0,66.0,2.0,4.0,290.0,256.0,116.0,41.0,14.0,21.0,79.0,120.0,115.0,8.0,7.0,256.0,256.0,95.0,44.0,14.0,17.0,66.0,98.0,82.0,5.0,4.0,17.0,17.0,7.0,3.0,2.0,0.0,5.0,3.0,4.0,0.0,0.0,14.0,24.0,11.0,1.0,0.0,0.0,7.0,6.0,5.0,1.0,2.0
16,763.0,767.0,306.0,107.0,64.0,39.0,188.0,315.0,267.0,18.0,17.0,715.0,655.0,266.0,98.0,64.0,42.0,187.0,260.0,238.0,24.0,21.0,278.0,266.0,101.0,35.0,25.0,11.0,76.0,120.0,105.0,10.0,5.0,129.0,109.0,42.0,16.0,6.0,6.0,34.0,45.0,33.0,2.0,3.0,50.0,55.0,28.0,5.0,3.0,6.0,13.0,19.0,29.0,2.0,1.0,53.0,43.0,12.0,7.0,9.0,2.0,15.0,27.0,22.0,0.0,0.0,218.0,182.0,74.0,37.0,21.0,8.0,44.0,84.0,79.0,8.0,3.0,310.0,262.0,112.0,42.0,21.0,14.0,83.0,98.0,97.0,8.0,8.0,249.0,230.0,93.0,36.0,16.0,13.0,76.0,112.0,95.0,6.0,6.0,18.0,16.0,7.0,6.0,3.0,2.0,5.0,9.0,5.0,0.0,2.0,9.0,14.0,4.0,5.0,3.0,0.0,4.0,10.0,6.0,0.0,0.0
17,787.0,709.0,313.0,116.0,56.0,43.0,219.0,288.0,262.0,19.0,7.0,697.0,638.0,255.0,109.0,47.0,38.0,188.0,259.0,259.0,17.0,14.0,270.0,274.0,109.0,48.0,28.0,13.0,63.0,122.0,91.0,3.0,6.0,133.0,103.0,46.0,19.0,9.0,7.0,31.0,38.0,36.0,2.0,2.0,57.0,63.0,20.0,7.0,8.0,3.0,16.0,22.0,22.0,0.0,1.0,46.0,46.0,18.0,8.0,3.0,4.0,12.0,21.0,11.0,2.0,3.0,233.0,210.0,84.0,22.0,14.0,13.0,52.0,82.0,74.0,3.0,1.0,296.0,259.0,111.0,57.0,22.0,21.0,67.0,102.0,126.0,8.0,13.0,272.0,234.0,97.0,39.0,27.0,20.0,56.0,111.0,85.0,11.0,6.0,16.0,20.0,8.0,3.0,1.0,0.0,6.0,5.0,4.0,1.0,0.0,26.0,16.0,9.0,0.0,1.0,2.0,9.0,5.0,5.0,1.0,0.0
18,809.0,741.0,274.0,121.0,61.0,38.0,201.0,281.0,278.0,11.0,14.0,700.0,625.0,264.0,104.0,58.0,50.0,180.0,290.0,220.0,12.0,20.0,279.0,261.0,118.0,47.0,23.0,20.0,79.0,108.0,98.0,4.0,6.0,112.0,104.0,61.0,15.0,8.0,4.0,30.0,40.0,40.0,4.0,6.0,63.0,67.0,22.0,9.0,4.0,1.0,17.0,23.0,21.0,1.0,0.0,49.0,43.0,21.0,5.0,6.0,2.0,8.0,14.0,11.0,1.0,2.0,209.0,191.0,91.0,34.0,16.0,7.0,58.0,78.0,71.0,3.0,2.0,305.0,249.0,115.0,51.0,21.0,22.0,74.0,123.0,93.0,11.0,4.0,271.0,238.0,116.0,47.0,29.0,20.0,56.0,94.0,97.0,10.0,7.0,23.0,16.0,4.0,4.0,2.0,0.0,9.0,7.0,5.0,0.0,0.0,16.0,16.0,5.0,7.0,3.0,4.0,2.0,4.0,3.0,0.0,0.0
19,819.0,702.0,302.0,116.0,55.0,50.0,230.0,295.0,253.0,14.0,21.0,676.0,613.0,237.0,113.0,58.0,50.0,188.0,259.0,245.0,16.0,16.0,310.0,257.0,99.0,51.0,25.0,16.0,75.0,104.0,88.0,2.0,3.0,111.0,108.0,40.0,18.0,8.0,5.0,28.0,57.0,50.0,3.0,5.0,66.0,56.0,28.0,7.0,3.0,4.0,17.0,16.0,19.0,0.0,1.0,52.0,51.0,14.0,9.0,2.0,5.0,13.0,20.0,15.0,1.0,2.0,204.0,225.0,72.0,30.0,20.0,11.0,74.0,80.0,61.0,5.0,4.0,312.0,268.0,115.0,50.0,19.0,15.0,77.0,107.0,106.0,12.0,9.0,266.0,243.0,97.0,50.0,14.0,14.0,68.0,102.0,89.0,6.0,2.0,17.0,13.0,5.0,4.0,0.0,1.0,3.0,4.0,8.0,0.0,0.0,23.0,21.0,6.0,1.0,3.0,1.0,4.0,9.0,8.0,2.0,0.0
20,834.0,755.0,308.0,123.0,49.0,55.0,221.0,332.0,266.0,21.0,14.0,679.0,652.0,280.0,114.0,56.0,42.0,179.0,237.0,233.0,14.0,14.0,271.0,254.0,113.0,47.0,25.0,19.0,78.0,117.0,96.0,7.0,9.0,99.0,104.0,37.0,18.0,10.0,9.0,22.0,48.0,41.0,2.0,4.0,52.0,42.0,21.0,3.0,4.0,4.0,19.0,20.0,22.0,1.0,2.0,55.0,50.0,21.0,8.0,5.0,1.0,13.0,30.0,19.0,0.0,1.0,191.0,182.0,82.0,20.0,18.0,18.0,36.0,73.0,80.0,6.0,3.0,264.0,289.0,99.0,49.0,21.0,22.0,90.0,122.0,108.0,13.0,4.0,253.0,236.0,102.0,37.0,17.0,18.0,72.0,103.0,93.0,6.0,4.0,16.0,20.0,8.0,3.0,0.0,0.0,4.0,7.0,5.0,0.0,0.0,15.0,18.0,7.0,7.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0
21,820.0,683.0,297.0,125.0,52.0,43.0,211.0,302.0,291.0,16.0,18.0,703.0,621.0,273.0,114.0,68.0,43.0,162.0,250.0,258.0,9.0,13.0,311.0,235.0,102.0,47.0,18.0,18.0,83.0,135.0,96.0,5.0,7.0,122.0,108.0,42.0,21.0,10.0,9.0,28.0,50.0,43.0,3.0,3.0,55.0,59.0,18.0,12.0,5.0,2.0,13.0,18.0,23.0,0.0,0.0,43.0,51.0,23.0,9.0,2.0,1.0,12.0,19.0,15.0,1.0,2.0,205.0,180.0,70.0,30.0,15.0,17.0,56.0,84.0,66.0,7.0,7.0,290.0,290.0,109.0,47.0,17.0,17.0,87.0,107.0,103.0,7.0,7.0,279.0,224.0,108.0,44.0,20.0,11.0,65.0,94.0,101.0,7.0,7.0,20.0,19.0,5.0,1.0,0.0,1.0,3.0,2.0,6.0,0.0,0.0,20.0,19.0,10.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,0.0
22,792.0,681.0,301.0,120.0,58.0,54.0,218.0,297.0,280.0,12.0,15.0,696.0,625.0,268.0,108.0,52.0,46.0,191.0,283.0,268.0,13.0,16.0,269.0,272.0,114.0,43.0,12.0,18.0,80.0,103.0,99.0,6.0,10.0,132.0,106.0,57.0,26.0,5.0,8.0,41.0,52.0,45.0,3.0,2.0,60.0,63.0,15.0,11.0,4.0,4.0,12.0,21.0,19.0,0.0,2.0,52.0,51.0,21.0,4.0,4.0,5.0,12.0,15.0,22.0,0.0,3.0,197.0,200.0,90.0,23.0,17.0,8.0,43.0,75.0,49.0,5.0,6.0,311.0,247.0,108.0,50.0,26.0,23.0,77.0,118.0,99.0,7.0,4.0,252.0,246.0,88.0,45.0,14.0,19.0,55.0,119.0,101.0,4.0,5.0,11.0,8.0,6.0,2.0,3.0,0.0,4.0,9.0,6.0,2.0,0.0,16.0,21.0,10.0,5.0,2.0,1.0,1.0,10.0,5.0,1.0,1.0
23,809.0,700.0,304.0,132.0,43.0,57.0,235.0,315.0,262.0,20.0,19.0,714.0,636.0,286.0,104.0,51.0,35.0,194.0,260.0,230.0,18.0,13.0,260.0,243.0,97.0,39.0,25.0,17.0,77.0,124.0,97.0,11.0,4.0,118.0,103.0,43.0,18.0,11.0,6.0,39.0,36.0,47.0,2.0,2.0,67.0,46.0,20.0,10.0,3.0,3.0,21.0,19.0,22.0,2.0,2.0,35.0,50.0,17.0,2.0,2.0,2.0,15.0,29.0,13.0,0.0,1.0,230.0,199.0,78.0,31.0,18.0,13.0,50.0,60.0,74.0,3.0,4.0,289.0,274.0,98.0,63.0,22.0,25.0,86.0,96.0,111.0,3.0,6.0,242.0,224.0,83.0,42.0,23.0,25.0,69.0,94.0,105.0,7.0,10.0,20.0,21.0,5.0,2.0,2.0,1.0,5.0,4.0,7.0,1.0,0.0,19.0,23.0,13.0,5.0,0.0,3.0,12.0,4.0,10.0,1.0,0.0
24,776.0,684.0,312.0,120.0,74.0,51.0,237.0,294.0,271.0,16.0,15.0,716.0,660.0,263.0,120.0,52.0,36.0,200.0,267.0,256.0,17.0,18.0,290.0,237.0,112.0,57.0,19.0,26.0,71.0,107.0,99.0,3.0,8.0,105.0,122.0,53.0,17.0,12.0,6.0,23.0,46.0,45.0,3.0,3.0,63.0,54.0,22.0,10.0,2.0,3.0,15.0,20.0,25.0,3.0,1.0,44.0,39.0,21.0,8.0,2.0,1.0,13.0,30.0,16.0,1.0,1.0,214.0,193.0,63.0,38.0,13.0,15.0,56.0,80.0,80.0,4.0,4.0,310.0,251.0,111.0,37.0,24.0,18.0,84.0,106.0,104.0,6.0,6.0,238.0,223.0,87.0,38.0,25.0,16.0,73.0,94.0,74.0,8.0,8.0,26.0,11.0,8.0,5.0,1.0,2.0,5.0,6.0,14.0,1.0,0.0,24.0,15.0,2.0,1.0,0.0,0.0,4.0,7.0,5.0,1.0,0.0
25,753.0,709.0,290.0,117.0,45.0,33.0,233.0,319.0,282.0,17.0,18.0,669.0,573.0,273.0,108.0,48.0,42.0,210.0,284.0,247.0,21.0,14.0,267.0,273.0,121.0,44.0,24.0,15.0,78.0,91.0,113.0,5.0,3.0,113.0,102.0,48.0,19.0,14.0,7.0,26.0,60.0,39.0,3.0,3.0,60.0,54.0,16.0,11.0,3.0,0.0,15.0,29.0,26.0,2.0,2.0,56.0,43.0,16.0,9.0,3.0,1.0,11.0,18.0,19.0,1.0,3.0,213.0,201.0,78.0,40.0,18.0,13.0,59.0,71.0,67.0,4.0,3.0,307.0,285.0,104.0,57.0,22.0,16.0,85.0,121.0,91.0,7.0,10.0,274.0,242.0,110.0,40.0,23.0,8.0,66.0,107.0,96.0,8.0,4.0,16.0,23.0,1.0,1.0,1.0,2.0,9.0,6.0,5.0,0.0,0.0,26.0,15.0,9.0,4.0,1.0,0.0,5.0,4.0,2.0,1.0,0.0
