seed,0to0,0to1,0to2,0to3,0to4,0to5,0to6,0to7,0to8,0to9,0to10,1to0,1to1,1to2,1to3,1to4,1to5,1to6,1to7,1to8,1to9,1to10,2to0,2to1,2to2,2to3,2to4,2to5,2to6,2to7,2to8,2to9,2to10,3to0,3to1,3to2,3to3,3to4,3to5,3to6,3to7,3to8,3to9,3to10,4to0,4to1,4to2,4to3,4to4,4to5,4to6,4to7,4to8,4to9,4to10,5to0,5to1,5to2,5to3,5to4,5to5,5to6,5to7,5to8,5to9,5to10,6to0,6to1,6to2,6to3,6to4,6to5,6to6,6to7,6to8,6to9,6to10,7to0,7to1,7to2,7to3,7to4,7to5,7to6,7to7,7to8,7to9,7to10,8to0,8to1,8to2,8to3,8to4,8to5,8to6,8to7,8to8,8to9,8to10,9to0,9to1,9to2,9to3,9to4,9to5,9to6,9to7,9to8,9to9,9to10,10to0,10to1,10to2,10to3,10to4,10to5,10to6,10to7,10to8,10to9,10to10
14,761.0,722.0,313.0,111.0,65.0,53.0,216.0,314.0,269.0,17.0,20.0,635.0,666.0,277.0,124.0,58.0,47.0,173.0,294.0,245.0,12.0,14.0,270.0,288.0,126.0,51.0,22.0,16.0,77.0,107.0,87.0,3.0,6.0,128.0,110.0,45.0,12.0,5.0,5.0,30.0,45.0,50.0,2.0,1.0,59.0,61.0,20.0,7.0,4.0,6.0,12.0,25.0,16.0,0.0,2.0,42.0,51.0,15.0,10.0,3.0,3.0,13.0,19.0,20.0,0.0,2.0,188.0,206.0,104.0,32.0,18.0,12.0,52.0,68.0,70.0,10.0,4.0,279.0,271.0,104.0,50.0,24.0,22.0,83.0,118.0,95.0,10.0,4.0,245.0,260.0,103.0,32.0,18.0,20.0,59.0,104.0,78.0,5.0,5.0,19.0,17.0,4.0,0.0,2.0,0.0,6.0,9.0,3.0,0.0,2.0,17.0,12.0,6.0,2.0,3.0,0.0,3.0,5.0,6.0,1.0,0.0
15,763.0,721.0,290.0,105.0,71.0,65.0,234.0,285.0,284.0,24.0,18.0,758.0,637.0,280.0,92.0,49.0,46.0,180.0,243.0,226.0,14.0,13.0,308.0,295.0,118.0,50.0,26.0,20.0,89.0,125.0,81.0,5.0,4.0,114.0,110.0,43.0,13.0,5.0,5.0,28.0,48.0,39.0,1.0,3.0,63.0,60.0,21.0,7.0,5.0,6.0,16.0,25.0,22.0,3.0,2.0,55.0,47.0,21.0,8.0,5.0,6.0,6.0,23.0,19.0,1.0,1.0,181.0,179.0,84.0,33.0,10.0,9.0,54.0,75.0,67.0,2.0,4.0,284.0,259.0,119.0,38.0,13.0,20.0,78.0,111.0,110.0,8.0,7.0,255.0,254.0,96.0,43.0,15.0,17.0,66.0,92.0,80.0,4.0,5.0,17.0,18.0,6.0,2.0,2.0,0.0,6.0,3.0,4.0,0.0,0.0,13.0,26.0,11.0,1.0,0.0,0.0,7.0,5.0,6.0,1.0,2.0
16,763.0,779.0,315.0,103.0,65.0,43.0,198.0,296.0,262.0,19.0,17.0,711.0,675.0,277.0,92.0,64.0,43.0,188.0,251.0,236.0,24.0,21.0,280.0,268.0,104.0,33.0,28.0,12.0,76.0,116.0,104.0,10.0,6.0,129.0,117.0,41.0,13.0,6.0,8.0,32.0,40.0,33.0,2.0,3.0,51.0,56.0,27.0,5.0,3.0,6.0,14.0,17.0,30.0,2.0,1.0,54.0,44.0,12.0,8.0,9.0,2.0,15.0,26.0,22.0,0.0,0.0,221.0,188.0,77.0,36.0,21.0,8.0,45.0,83.0,76.0,8.0,3.0,303.0,262.0,113.0,39.0,21.0,14.0,82.0,91.0,96.0,8.0,8.0,247.0,225.0,91.0,35.0,16.0,13.0,76.0,105.0,94.0,6.0,6.0,17.0,17.0,7.0,6.0,3.0,2.0,5.0,9.0,5.0,0.0,2.0,9.0,14.0,4.0,5.0,3.0,0.0,4.0,10.0,6.0,0.0,0.0
17,784.0,728.0,316.0,110.0,57.0,43.0,222.0,269.0,259.0,19.0,8.0,711.0,641.0,264.0,105.0,50.0,38.0,191.0,252.0,263.0,18.0,17.0,273.0,280.0,110.0,44.0,28.0,14.0,64.0,119.0,88.0,3.0,6.0,128.0,107.0,46.0,18.0,9.0,7.0,32.0,35.0,35.0,2.0,2.0,58.0,63.0,20.0,7.0,8.0,3.0,17.0,21.0,22.0,0.0,1.0,47.0,50.0,17.0,8.0,3.0,4.0,12.0,20.0,11.0,1.0,3.0,234.0,212.0,87.0,24.0,14.0,14.0,53.0,75.0,77.0,3.0,1.0,287.0,258.0,113.0,52.0,22.0,20.0,67.0,95.0,124.0,8.0,12.0,269.0,236.0,98.0,37.0,29.0,20.0,55.0,106.0,82.0,12.0,6.0,15.0,20.0,8.0,3.0,1.0,0.0,6.0,5.0,4.0,2.0,0.0,26.0,17.0,9.0,0.0,1.0,2.0,9.0,5.0,5.0,1.0,0.0
18,806.0,761.0,279.0,117.0,62.0,40.0,206.0,263.0,270.0,12.0,14.0,699.0,658.0,279.0,101.0,58.0,51.0,184.0,273.0,214.0,13.0,21.0,277.0,269.0,123.0,45.0,23.0,20.0,81.0,105.0,99.0,4.0,6.0,107.0,104.0,64.0,12.0,8.0,4.0,31.0,38.0,38.0,4.0,6.0,64.0,67.0,22.0,8.0,5.0,1.0,17.0,22.0,21.0,1.0,0.0,49.0,46.0,21.0,3.0,6.0,2.0,9.0,13.0,12.0,1.0,2.0,209.0,197.0,98.0,28.0,16.0,8.0,58.0,78.0,70.0,3.0,2.0,298.0,251.0,116.0,46.0,22.0,23.0,68.0,116.0,89.0,11.0,4.0,271.0,236.0,118.0,44.0,28.0,20.0,58.0,86.0,93.0,10.0,6.0,23.0,19.0,3.0,4.0,2.0,0.0,9.0,5.0,5.0,0.0,0.0,16.0,16.0,5.0,7.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0
19,813.0,716.0,308.0,110.0,56.0,51.0,237.0,280.0,252.0,15.0,23.0,684.0,628.0,247.0,106.0,61.0,50.0,191.0,245.0,242.0,16.0,16.0,309.0,266.0,101.0,51.0,24.0,16.0,78.0,100.0,87.0,2.0,4.0,108.0,109.0,41.0,17.0,7.0,5.0,29.0,55.0,46.0,3.0,4.0,68.0,58.0,27.0,8.0,3.0,5.0,17.0,15.0,17.0,0.0,1.0,53.0,54.0,14.0,8.0,3.0,5.0,15.0,19.0,15.0,1.0,2.0,204.0,234.0,76.0,25.0,20.0,12.0,76.0,72.0,60.0,5.0,4.0,308.0,266.0,118.0,48.0,20.0,15.0,74.0,96.0,105.0,12.0,9.0,260.0,250.0,95.0,46.0,16.0,15.0,66.0,95.0,89.0,6.0,2.0,17.0,14.0,5.0,4.0,0.0,1.0,3.0,3.0,9.0,0.0,0.0,24.0,21.0,6.0,1.0,3.0,2.0,5.0,8.0,8.0,2.0,0.0
20,830.0,769.0,315.0,117.0,51.0,55.0,226.0,314.0,267.0,22.0,14.0,681.0,683.0,282.0,109.0,56.0,44.0,182.0,224.0,231.0,14.0,13.0,271.0,267.0,118.0,44.0,25.0,21.0,76.0,111.0,94.0,7.0,9.0,99.0,102.0,39.0,16.0,10.0,10.0,22.0,46.0,41.0,2.0,4.0,51.0,45.0,21.0,3.0,4.0,4.0,18.0,20.0,21.0,1.0,2.0,57.0,51.0,21.0,8.0,5.0,2.0,14.0,28.0,17.0,0.0,1.0,192.0,184.0,84.0,19.0,18.0,19.0,37.0,68.0,81.0,6.0,3.0,257.0,285.0,102.0,49.0,20.0,22.0,88.0,114.0,107.0,14.0,4.0,249.0,237.0,105.0,35.0,18.0,18.0,71.0,99.0,87.0,6.0,5.0,17.0,21.0,7.0,3.0,0.0,0.0,4.0,7.0,5.0,0.0,0.0,15.0,18.0,7.0,7.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0
21,815.0,700.0,304.0,119.0,56.0,44.0,211.0,289.0,291.0,17.0,19.0,706.0,638.0,276.0,111.0,69.0,43.0,164.0,243.0,256.0,10.0,15.0,314.0,241.0,108.0,46.0,18.0,18.0,84.0,128.0,96.0,5.0,7.0,116.0,111.0,42.0,21.0,10.0,9.0,29.0,44.0,42.0,3.0,2.0,56.0,61.0,17.0,11.0,5.0,2.0,12.0,18.0,23.0,0.0,0.0,42.0,52.0,24.0,8.0,2.0,1.0,12.0,19.0,15.0,1.0,2.0,208.0,187.0,74.0,28.0,15.0,17.0,58.0,80.0,66.0,7.0,8.0,283.0,293.0,108.0,45.0,17.0,17.0,83.0,102.0,101.0,6.0,8.0,276.0,218.0,110.0,43.0,21.0,11.0,65.0,85.0,99.0,8.0,6.0,21.0,19.0,5.0,1.0,0.0,1.0,3.0,1.0,6.0,0.0,0.0,20.0,21.0,10.0,1.0,2.0,2.0,1.0,6.0,5.0,1.0,0.0
22,786.0,705.0,303.0,110.0,54.0,54.0,218.0,281.0,281.0,12.0,16.0,697.0,646.0,276.0,100.0,54.0,46.0,192.0,273.0,268.0,13.0,18.0,277.0,275.0,118.0,39.0,13.0,19.0,81.0,96.0,103.0,6.0,10.0,134.0,107.0,56.0,24.0,5.0,8.0,42.0,49.0,43.0,3.0,2.0,58.0,68.0,16.0,11.0,4.0,4.0,12.0,20.0,19.0,0.0,2.0,52.0,54.0,23.0,4.0,5.0,6.0,12.0,14.0,21.0,0.0,3.0,198.0,204.0,94.0,21.0,18.0,8.0,43.0,74.0,51.0,5.0,6.0,308.0,254.0,106.0,44.0,25.0,21.0,73.0,109.0,98.0,7.0,4.0,245.0,247.0,91.0,44.0,14.0,19.0,53.0,112.0,99.0,4.0,5.0,11.0,8.0,6.0,2.0,3.0,0.0,4.0,9.0,6.0,2.0,0.0,18.0,21.0,10.0,6.0,2.0,1.0,1.0,10.0,5.0,1.0,1.0
23,810.0,709.0,313.0,127.0,44.0,58.0,235.0,303.0,260.0,21.0,18.0,714.0,655.0,292.0,100.0,54.0,36.0,198.0,249.0,230.0,19.0,13.0,264.0,251.0,99.0,37.0,24.0,16.0,76.0,117.0,97.0,11.0,4.0,114.0,107.0,45.0,16.0,12.0,7.0,36.0,32.0,47.0,2.0,2.0,66.0,47.0,22.0,10.0,4.0,4.0,21.0,19.0,21.0,2.0,2.0,34.0,51.0,19.0,2.0,2.0,2.0,15.0,28.0,13.0,0.0,2.0,232.0,199.0,82.0,31.0,19.0,13.0,51.0,57.0,73.0,3.0,5.0,285.0,277.0,95.0,59.0,21.0,26.0,87.0,89.0,110.0,3.0,6.0,238.0,221.0,81.0,39.0,24.0,25.0,68.0,91.0,106.0,7.0,10.0,20.0,20.0,6.0,1.0,3.0,1.0,5.0,4.0,7.0,1.0,0.0,18.0,23.0,15.0,5.0,0.0,3.0,12.0,4.0,10.0,1.0,0.0
