seed,0to0,0to1,0to2,0to3,0to4,0to5,0to6,0to7,0to8,0to9,0to10,1to0,1to1,1to2,1to3,1to4,1to5,1to6,1to7,1to8,1to9,1to10,2to0,2to1,2to2,2to3,2to4,2to5,2to6,2to7,2to8,2to9,2to10,3to0,3to1,3to2,3to3,3to4,3to5,3to6,3to7,3to8,3to9,3to10,4to0,4to1,4to2,4to3,4to4,4to5,4to6,4to7,4to8,4to9,4to10,5to0,5to1,5to2,5to3,5to4,5to5,5to6,5to7,5to8,5to9,5to10,6to0,6to1,6to2,6to3,6to4,6to5,6to6,6to7,6to8,6to9,6to10,7to0,7to1,7to2,7to3,7to4,7to5,7to6,7to7,7to8,7to9,7to10,8to0,8to1,8to2,8to3,8to4,8to5,8to6,8to7,8to8,8to9,8to10,9to0,9to1,9to2,9to3,9to4,9to5,9to6,9to7,9to8,9to9,9to10,10to0,10to1,10to2,10to3,10to4,10to5,10to6,10to7,10to8,10to9,10to10
11,595.0,677.0,283.0,92.0,50.0,57.0,168.0,257.0,237.0,18.0,12.0,629.0,768.0,325.0,132.0,58.0,46.0,196.0,287.0,284.0,12.0,18.0,288.0,318.0,116.0,53.0,21.0,24.0,89.0,124.0,133.0,5.0,5.0,83.0,121.0,44.0,16.0,7.0,11.0,32.0,53.0,39.0,5.0,3.0,42.0,65.0,17.0,13.0,2.0,5.0,18.0,24.0,20.0,0.0,3.0,31.0,48.0,24.0,11.0,6.0,3.0,11.0,20.0,22.0,1.0,2.0,183.0,218.0,99.0,30.0,14.0,14.0,61.0,64.0,77.0,3.0,3.0,261.0,278.0,118.0,40.0,20.0,22.0,86.0,100.0,101.0,6.0,0.0,259.0,277.0,108.0,47.0,26.0,10.0,73.0,104.0,128.0,5.0,6.0,20.0,19.0,11.0,5.0,1.0,1.0,1.0,8.0,4.0,1.0,0.0,16.0,19.0,7.0,1.0,1.0,1.0,3.0,3.0,9.0,0.0,1.0
12,594.0,654.0,298.0,112.0,55.0,43.0,183.0,255.0,283.0,15.0,22.0,648.0,735.0,312.0,123.0,48.0,48.0,173.0,290.0,280.0,15.0,19.0,280.0,300.0,125.0,54.0,21.0,15.0,85.0,144.0,122.0,6.0,5.0,95.0,108.0,60.0,14.0,7.0,9.0,26.0,46.0,36.0,5.0,3.0,54.0,65.0,26.0,12.0,1.0,5.0,19.0,22.0,20.0,1.0,2.0,42.0,59.0,25.0,8.0,3.0,5.0,13.0,21.0,18.0,1.0,1.0,201.0,187.0,93.0,20.0,21.0,8.0,59.0,97.0,72.0,4.0,8.0,218.0,295.0,136.0,44.0,23.0,21.0,76.0,120.0,91.0,4.0,9.0,259.0,294.0,106.0,50.0,31.0,14.0,69.0,91.0,111.0,7.0,4.0,19.0,17.0,1.0,2.0,2.0,1.0,4.0,6.0,7.0,0.0,0.0,12.0,21.0,5.0,1.0,2.0,2.0,1.0,8.0,4.0,0.0,0.0
13,623.0,661.0,287.0,113.0,53.0,47.0,182.0,240.0,238.0,17.0,16.0,710.0,734.0,344.0,136.0,50.0,48.0,201.0,268.0,283.0,11.0,20.0,291.0,303.0,143.0,37.0,22.0,18.0,76.0,118.0,110.0,6.0,9.0,118.0,131.0,50.0,18.0,11.0,4.0,36.0,40.0,41.0,1.0,3.0,42.0,45.0,28.0,10.0,5.0,4.0,16.0,24.0,24.0,1.0,0.0,41.0,40.0,16.0,6.0,4.0,3.0,5.0,21.0,13.0,1.0,3.0,189.0,201.0,75.0,36.0,11.0,18.0,47.0,65.0,84.0,3.0,9.0,259.0,290.0,119.0,37.0,23.0,16.0,80.0,89.0,111.0,5.0,3.0,261.0,292.0,119.0,50.0,19.0,25.0,78.0,111.0,102.0,5.0,5.0,11.0,16.0,4.0,1.0,1.0,0.0,6.0,7.0,7.0,0.0,1.0,11.0,13.0,8.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0
14,584.0,682.0,287.0,106.0,55.0,42.0,188.0,266.0,259.0,14.0,16.0,617.0,780.0,332.0,133.0,61.0,50.0,183.0,313.0,293.0,13.0,16.0,259.0,333.0,148.0,57.0,25.0,19.0,81.0,114.0,107.0,3.0,5.0,110.0,121.0,52.0,13.0,5.0,6.0,28.0,46.0,51.0,2.0,1.0,50.0,67.0,23.0,6.0,4.0,6.0,10.0,23.0,17.0,0.0,2.0,34.0,58.0,14.0,10.0,3.0,1.0,12.0,20.0,17.0,0.0,2.0,156.0,206.0,112.0,30.0,15.0,9.0,49.0,69.0,81.0,11.0,4.0,232.0,277.0,104.0,48.0,19.0,22.0,79.0,118.0,106.0,8.0,2.0,235.0,304.0,113.0,41.0,17.0,20.0,68.0,115.0,96.0,7.0,6.0,16.0,18.0,6.0,0.0,2.0,0.0,5.0,8.0,5.0,0.0,2.0,17.0,13.0,6.0,2.0,3.0,0.0,3.0,5.0,6.0,1.0,0.0
15,570.0,671.0,283.0,93.0,58.0,50.0,206.0,261.0,273.0,23.0,14.0,706.0,752.0,317.0,103.0,54.0,52.0,192.0,260.0,286.0,13.0,16.0,291.0,331.0,140.0,55.0,30.0,24.0,91.0,128.0,105.0,6.0,5.0,100.0,119.0,47.0,16.0,5.0,5.0,27.0,47.0,40.0,1.0,3.0,52.0,62.0,22.0,7.0,5.0,5.0,18.0,25.0,23.0,2.0,2.0,46.0,52.0,21.0,9.0,5.0,6.0,7.0,21.0,20.0,1.0,0.0,156.0,201.0,87.0,36.0,7.0,7.0,53.0,75.0,69.0,2.0,6.0,240.0,270.0,125.0,41.0,13.0,19.0,77.0,97.0,123.0,8.0,4.0,243.0,315.0,112.0,48.0,16.0,17.0,67.0,102.0,105.0,4.0,5.0,13.0,20.0,6.0,3.0,2.0,0.0,6.0,2.0,4.0,0.0,0.0,9.0,26.0,12.0,1.0,0.0,0.0,7.0,5.0,4.0,0.0,2.0
16,602.0,712.0,298.0,88.0,55.0,31.0,167.0,259.0,263.0,17.0,14.0,664.0,791.0,325.0,117.0,68.0,44.0,190.0,273.0,285.0,25.0,23.0,268.0,316.0,117.0,40.0,23.0,11.0,87.0,127.0,122.0,12.0,6.0,112.0,131.0,47.0,15.0,4.0,6.0,32.0,42.0,36.0,2.0,3.0,46.0,63.0,28.0,5.0,4.0,6.0,13.0,14.0,28.0,2.0,1.0,40.0,51.0,15.0,9.0,9.0,1.0,14.0,24.0,25.0,0.0,0.0,199.0,199.0,79.0,36.0,23.0,7.0,45.0,73.0,82.0,6.0,3.0,261.0,272.0,117.0,38.0,18.0,14.0,80.0,86.0,100.0,7.0,7.0,238.0,272.0,105.0,37.0,16.0,13.0,80.0,114.0,118.0,6.0,6.0,15.0,18.0,7.0,5.0,3.0,2.0,5.0,8.0,6.0,0.0,2.0,8.0,15.0,5.0,5.0,3.0,0.0,4.0,11.0,5.0,0.0,0.0
17,595.0,679.0,305.0,97.0,50.0,35.0,187.0,244.0,242.0,14.0,4.0,681.0,764.0,301.0,120.0,51.0,36.0,213.0,272.0,321.0,18.0,17.0,270.0,317.0,131.0,47.0,28.0,13.0,77.0,128.0,111.0,3.0,6.0,107.0,114.0,45.0,17.0,9.0,7.0,30.0,31.0,40.0,1.0,2.0,52.0,71.0,21.0,6.0,6.0,4.0,15.0,19.0,18.0,0.0,1.0,41.0,49.0,19.0,7.0,2.0,3.0,13.0,18.0,11.0,1.0,3.0,206.0,222.0,90.0,20.0,15.0,14.0,53.0,77.0,89.0,3.0,1.0,259.0,257.0,112.0,55.0,18.0,19.0,62.0,92.0,122.0,8.0,8.0,262.0,278.0,115.0,41.0,30.0,20.0,64.0,121.0,100.0,14.0,8.0,13.0,19.0,9.0,3.0,1.0,0.0,6.0,4.0,6.0,2.0,0.0,23.0,18.0,11.0,0.0,1.0,2.0,8.0,5.0,5.0,1.0,0.0
18,605.0,707.0,273.0,100.0,55.0,33.0,179.0,233.0,261.0,10.0,6.0,687.0,787.0,313.0,114.0,59.0,53.0,192.0,297.0,258.0,12.0,24.0,266.0,312.0,146.0,45.0,24.0,21.0,85.0,112.0,115.0,5.0,7.0,93.0,113.0,69.0,13.0,8.0,5.0,26.0,39.0,43.0,4.0,6.0,51.0,67.0,25.0,9.0,6.0,1.0,16.0,21.0,21.0,2.0,0.0,45.0,47.0,20.0,5.0,5.0,1.0,8.0,11.0,13.0,1.0,2.0,181.0,217.0,100.0,27.0,13.0,8.0,55.0,75.0,81.0,3.0,2.0,255.0,259.0,126.0,43.0,22.0,19.0,64.0,111.0,91.0,11.0,5.0,259.0,277.0,134.0,52.0,28.0,21.0,59.0,104.0,114.0,10.0,7.0,19.0,21.0,4.0,4.0,2.0,0.0,8.0,5.0,5.0,0.0,0.0,14.0,17.0,5.0,7.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0
19,619.0,687.0,273.0,101.0,56.0,38.0,209.0,254.0,249.0,14.0,17.0,660.0,732.0,295.0,114.0,61.0,51.0,200.0,251.0,298.0,16.0,16.0,298.0,316.0,128.0,49.0,27.0,19.0,84.0,106.0,114.0,3.0,4.0,98.0,118.0,42.0,19.0,6.0,5.0,26.0,56.0,52.0,3.0,5.0,55.0,64.0,31.0,6.0,3.0,3.0,15.0,16.0,20.0,0.0,1.0,44.0,49.0,16.0,7.0,1.0,3.0,13.0,21.0,16.0,1.0,2.0,177.0,241.0,86.0,24.0,17.0,12.0,68.0,76.0,69.0,4.0,5.0,256.0,273.0,123.0,43.0,17.0,13.0,72.0,85.0,107.0,12.0,7.0,263.0,296.0,118.0,48.0,15.0,15.0,78.0,107.0,108.0,6.0,4.0,16.0,14.0,5.0,5.0,0.0,1.0,3.0,3.0,8.0,0.0,0.0,15.0,26.0,6.0,1.0,3.0,3.0,4.0,10.0,7.0,1.0,0.0
20,656.0,711.0,299.0,107.0,44.0,42.0,189.0,255.0,258.0,18.0,13.0,654.0,797.0,341.0,119.0,59.0,45.0,195.0,261.0,290.0,17.0,13.0,257.0,321.0,133.0,47.0,26.0,23.0,83.0,121.0,114.0,7.0,8.0,88.0,101.0,44.0,18.0,7.0,9.0,23.0,46.0,48.0,1.0,4.0,44.0,45.0,20.0,4.0,4.0,4.0,19.0,20.0,20.0,1.0,1.0,47.0,55.0,20.0,8.0,4.0,2.0,14.0,24.0,21.0,0.0,1.0,158.0,205.0,93.0,18.0,17.0,17.0,36.0,64.0,93.0,5.0,3.0,208.0,301.0,107.0,45.0,18.0,24.0,76.0,109.0,110.0,14.0,3.0,228.0,298.0,118.0,43.0,18.0,18.0,76.0,106.0,108.0,6.0,5.0,16.0,17.0,7.0,3.0,0.0,0.0,4.0,6.0,7.0,0.0,0.0,13.0,17.0,7.0,6.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0
21,626.0,667.0,282.0,113.0,44.0,36.0,172.0,253.0,286.0,13.0,17.0,687.0,764.0,314.0,120.0,69.0,45.0,193.0,265.0,295.0,14.0,14.0,296.0,299.0,134.0,52.0,19.0,20.0,88.0,132.0,117.0,5.0,8.0,97.0,119.0,43.0,20.0,11.0,10.0,32.0,46.0,47.0,2.0,3.0,48.0,63.0,17.0,8.0,3.0,2.0,10.0,19.0,23.0,0.0,0.0,39.0,52.0,22.0,8.0,2.0,1.0,12.0,18.0,15.0,1.0,1.0,178.0,196.0,79.0,29.0,17.0,20.0,57.0,75.0,76.0,7.0,7.0,244.0,283.0,106.0,45.0,17.0,15.0,81.0,92.0,102.0,6.0,7.0,268.0,271.0,129.0,47.0,22.0,14.0,68.0,98.0,115.0,6.0,7.0,14.0,22.0,5.0,1.0,0.0,1.0,3.0,2.0,5.0,0.0,0.0,17.0,19.0,9.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,0.0
22,606.0,658.0,306.0,102.0,49.0,46.0,177.0,241.0,269.0,11.0,15.0,669.0,768.0,315.0,112.0,54.0,44.0,206.0,301.0,323.0,14.0,15.0,249.0,329.0,135.0,44.0,14.0,21.0,86.0,99.0,129.0,6.0,11.0,117.0,108.0,61.0,27.0,5.0,6.0,42.0,52.0,48.0,3.0,1.0,49.0,72.0,17.0,9.0,3.0,4.0,13.0,19.0,21.0,0.0,1.0,48.0,50.0,25.0,5.0,5.0,6.0,11.0,13.0,23.0,0.0,3.0,166.0,211.0,99.0,22.0,17.0,10.0,40.0,67.0,58.0,5.0,6.0,259.0,271.0,107.0,45.0,24.0,18.0,69.0,107.0,104.0,6.0,4.0,238.0,285.0,111.0,48.0,14.0,22.0,64.0,122.0,113.0,4.0,6.0,10.0,4.0,8.0,2.0,3.0,0.0,5.0,9.0,6.0,2.0,0.0,13.0,22.0,12.0,5.0,2.0,1.0,1.0,9.0,4.0,1.0,0.0
23,607.0,671.0,293.0,118.0,33.0,46.0,195.0,277.0,257.0,16.0,17.0,692.0,783.0,342.0,106.0,54.0,35.0,218.0,263.0,261.0,20.0,14.0,264.0,301.0,111.0,44.0,27.0,19.0,84.0,117.0,123.0,11.0,2.0,101.0,118.0,46.0,19.0,11.0,6.0,36.0,33.0,47.0,1.0,1.0,59.0,52.0,23.0,10.0,4.0,3.0,23.0,18.0,24.0,1.0,2.0,35.0,49.0,19.0,3.0,2.0,3.0,15.0,26.0,14.0,0.0,1.0,205.0,203.0,81.0,30.0,18.0,15.0,50.0,58.0,76.0,3.0,5.0,241.0,282.0,97.0,60.0,19.0,23.0,82.0,85.0,115.0,2.0,4.0,230.0,267.0,108.0,46.0,24.0,25.0,77.0,97.0,129.0,8.0,10.0,18.0,17.0,6.0,1.0,2.0,1.0,5.0,4.0,9.0,1.0,0.0,15.0,23.0,15.0,5.0,0.0,3.0,12.0,2.0,11.0,1.0,0.0
24,578.0,666.0,294.0,101.0,72.0,39.0,200.0,252.0,253.0,14.0,12.0,658.0,806.0,333.0,130.0,58.0,45.0,222.0,281.0,309.0,17.0,20.0,275.0,293.0,128.0,61.0,22.0,27.0,77.0,103.0,125.0,4.0,8.0,93.0,125.0,59.0,13.0,12.0,5.0,23.0,42.0,44.0,3.0,3.0,57.0,53.0,25.0,9.0,2.0,3.0,17.0,19.0,25.0,3.0,1.0,36.0,38.0,20.0,9.0,2.0,1.0,12.0,29.0,17.0,1.0,1.0,198.0,214.0,66.0,38.0,13.0,17.0,51.0,69.0,88.0,4.0,3.0,260.0,254.0,110.0,34.0,21.0,12.0,80.0,90.0,109.0,4.0,5.0,229.0,294.0,110.0,43.0,24.0,17.0,76.0,93.0,89.0,9.0,7.0,22.0,14.0,9.0,4.0,1.0,3.0,4.0,4.0,15.0,1.0,0.0,22.0,17.0,2.0,1.0,0.0,1.0,3.0,7.0,5.0,1.0,0.0
25,564.0,683.0,279.0,104.0,39.0,31.0,192.0,266.0,270.0,17.0,18.0,660.0,693.0,323.0,120.0,57.0,45.0,233.0,293.0,305.0,19.0,15.0,276.0,319.0,145.0,43.0,23.0,13.0,87.0,91.0,130.0,7.0,5.0,92.0,117.0,50.0,19.0,14.0,6.0,28.0,56.0,36.0,3.0,3.0,53.0,54.0,22.0,13.0,5.0,1.0,14.0,24.0,27.0,2.0,1.0,46.0,46.0,14.0,10.0,3.0,1.0,13.0,15.0,20.0,1.0,3.0,165.0,228.0,87.0,33.0,18.0,12.0,60.0,64.0,74.0,4.0,3.0,259.0,297.0,103.0,50.0,18.0,15.0,79.0,106.0,101.0,7.0,9.0,265.0,284.0,131.0,47.0,22.0,7.0,69.0,106.0,113.0,8.0,4.0,13.0,23.0,2.0,1.0,1.0,2.0,9.0,5.0,5.0,0.0,0.0,22.0,18.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,1.0,0.0
